"       MASTER SPREADSHEET                        Fourteen Select Indexes - Daily Closing Values    January 1986 - July 26, 2019",,,,,,,,,,,,,,
"Sources: Bloomberg and Cboe Exchange, Inc.",Data providers such as Bloomberg (phone: 212-318-2000) can provide historical data for a fee.      Also visit www.Cboe.com/TradTool/,Past performance is not a guarantee of future returns.,"Supporting documentation for statistics or other technical data is available by calling 1-888-OPTIONS, sending an e-mail to help@Cboe.com, or by visiting www.Cboe.com. ","Options involve risk and are not suitable for all investors. Prior to buying or selling an option, a person must receive a copy of Characteristics and Risks of Standardized Options",,Please visit www.Cboe.com and us.spindices.com  for more information and disclosures.  ,"This spreadsheet is updated about once a year, and is based on data from secondary sources believed (but not guaranteed) to be accurate.",Indexes are not investable,,,,,,
6-Aug-2018,1448.04,5619.052,2850.4,1936.75,825.71,2129.36,11.27,9.68,2648.99,539.23,976.52,1943.85,774.26,883.62
7-Aug-2018,1448.9,5634.976,2858.45,1938.13,827.85,2133.57,10.93,9.77,2651.55,537.49,978.12,1946.48,773.03,886.03
8-Aug-2018,1449.56,5633.666,2857.7,1938.63,827.52,2134.42,10.85,9.7,2653.17,538.45,978.52,1947.11,773.91,885.79
9-Aug-2018,1450.16,5627.003,2853.58,1938.43,826.68,2133.5,11.27,10.13,2653.14,539.97,977.91,1946.59,774.69,884.75
10-Aug-2018,1447.19,5588.659,2833.28,1935.42,821.8,2121.93,13.16,11.85,2644.71,543.64,973.63,1939.77,777.27,879.01
13-Aug-2018,1445.82,5566.361,2821.93,1934.48,818.99,2114.32,14.78,12.14,2639.74,546.23,970.56,1935.81,778.5,875.43
14-Aug-2018,1449.91,5602.414,2839.96,1939.13,823.48,2127.66,13.31,11.26,2652.01,544.74,976.23,1944.25,778.41,880.85
15-Aug-2018,1447.99,5560.853,2818.37,1937.31,818.13,2112.6,14.64,13.03,2642.21,550.04,969.59,1936.43,779.56,874.36
16-Aug-2018,1451.28,5606.561,2840.69,1940.61,824.03,2129.93,13.45,11.94,2656.6,545.78,977.43,1946.03,779.58,881.43
17-Aug-2018,1455.53,5625.656,2850.13,1943.18,826.41,2136.21,12.64,11.19,2668.69,546.56,979.6,1951.72,779.76,884.1
20-Aug-2018,1457.82,5639.528,2857.05,1945.87,828.19,2140.55,12.49,11.06,2673.81,546.53,981.42,1955.12,779.99,885.84
21-Aug-2018,1459.02,5651.393,2862.96,1947.12,829.91,2143.87,12.86,10.94,2677.12,545.79,982.82,1957.27,779.63,887.65
22-Aug-2018,1459.5,5649.307,2861.82,1948.06,829.46,2144.27,12.25,10.81,2677.82,546.53,982.91,1957.92,780.22,887.06
23-Aug-2018,1458.69,5640.097,2856.98,1947.31,828.06,2141.85,12.41,11.04,2675.59,547.2,981.88,1956.43,780.77,885.62
24-Aug-2018,1462.39,5675.121,2874.69,1951.23,833,2151.32,11.99,10.98,2685.15,544.79,985.87,1962.73,779.63,890.74
27-Aug-2018,1465.38,5719.302,2896.74,1955.65,839.23,2161.88,12.16,10.17,2694.38,541.05,990.46,1969.78,777.25,897.27
28-Aug-2018,1465.15,5720.888,2897.52,1955.79,839.47,2162.03,12.5,10.59,2694.75,540.62,990.54,1969.91,776.9,897.55
29-Aug-2018,1467.62,5753.998,2914.04,1957.67,844.21,2167.5,12.25,10.62,2699.2,537.24,993.11,1973.46,774.39,902.59
30-Aug-2018,1465.63,5729.448,2901.13,1955.53,840.83,2163.15,13.53,11.68,2695.03,539.19,991.13,1970.29,775.89,899.02
31-Aug-2018,1466.94,5730.803,2901.52,1956.4,840.97,2165.43,12.86,11.16,2697.84,540.01,992.1,1971.77,776.62,899.12
4-Sep-2018,1466.69,5721.856,2896.72,1957.32,839.52,2164.65,13.16,11.15,2697.24,541.54,991.68,1971.86,777.89,897.51
5-Sep-2018,1466.3,5705.859,2888.6,1956.71,837.2,2161.75,13.91,12.38,2694.98,543.85,990.34,1970.22,779.34,895.04
6-Sep-2018,1464.28,5686.701,2878.05,1955.19,834.48,2157.08,14.65,12.88,2690.69,545.35,988.33,1967.32,780.51,892.19
7-Sep-2018,1464.44,5674.58,2871.68,1955.02,832.68,2155.14,14.88,13.66,2689.62,547.6,987.38,1966.34,781.89,890.26
10-Sep-2018,1466.9,5685.339,2877.13,1958.22,834.03,2160,14.16,12.47,2695.42,548.62,989.29,1970.16,782.77,891.58
11-Sep-2018,1469.23,5706.988,2887.89,1960.76,837.1,2166.89,13.22,11.58,2701.93,547.33,992.27,1974.59,782.26,894.79
12-Sep-2018,1470.17,5709.08,2888.92,1961.29,837.37,2168.67,13.14,11.32,2704.07,547.82,993.04,1975.66,782.82,895.05
13-Sep-2018,1471.68,5740.752,2904.18,1962.94,841.94,2176.82,12.37,10.66,2709.42,543.64,996.76,1980.23,780.73,899.92
14-Sep-2018,1471.93,5743.188,2904.98,1963.31,842.31,2177.42,12.07,10.8,2710.45,543.46,997.14,1980.68,780.51,900.29
17-Sep-2018,1470.77,5711.295,2888.8,1962.79,837.68,2170.54,13.68,11.86,2706.12,548.53,993.84,1977.25,783.56,895.38
18-Sep-2018,1471.82,5742.182,2904.31,1964.11,842.13,2178.73,12.79,11.38,2711.15,543.79,997.73,1981.66,781.37,900.07
19-Sep-2018,1472.16,5749.387,2907.95,1964.38,843.17,2181.7,11.75,10.65,2712.61,542.67,999.25,1983.17,781.31,901.19
20-Sep-2018,1472.62,5794.722,2930.75,1964.75,849.8,2183.76,11.8,10.67,2713.77,534.21,1000.45,1984.29,773.44,908.26
21-Sep-2018,1469.16,5792.717,2929.67,1962.32,850.18,2177.17,11.68,10.89,2706.6,531.08,997.56,1978.57,770.14,908.17
24-Sep-2018,1466.78,5772.362,2919.37,1959.84,847.65,2170.57,12.2,11.11,2699.97,531.66,994.89,1974.3,770.36,905.16
25-Sep-2018,1466,5765.247,2915.56,1958.73,846.89,2167.98,12.42,11.36,2697.38,531.7,993.83,1972.57,770.34,904.04
26-Sep-2018,1462.82,5746.266,2905.97,1955.83,844.52,2161.2,12.89,11.93,2690.01,531.23,991.02,1968.02,770.2,901.19
27-Sep-2018,1466.7,5763.22,2914,1959.9,846.24,2167.65,12.41,11.68,2697.73,532.83,993.46,1973,771.27,903.5
28-Sep-2018,1467.41,5763.422,2913.98,1960.52,846.15,2167.91,12.12,11.3,2698.52,533.42,993.44,1973.43,771.78,903.46
1-Oct-2018,1471.37,5784.452,2924.59,1965.66,848.48,2175.67,12,11,2707.45,534.73,996.42,1979.54,772.8,906.3
2-Oct-2018,1471.32,5782.366,2923.43,1965.73,848.37,2174.99,12.05,11.18,2706.89,534.96,996.11,1979.27,772.95,905.91
3-Oct-2018,1472.17,5786.479,2925.51,1966.89,848.67,2176.71,11.61,11.55,2708.91,535.19,996.81,1980.64,773.29,906.36
4-Oct-2018,1463.71,5740.56,2901.61,1955.4,844.1,2159.99,14.22,14.07,2689.58,532.15,990.73,1967.24,770.69,900.1
5-Oct-2018,1457.84,5708.903,2885.57,1948.4,840.97,2148.34,14.82,15.26,2676.06,530.23,986.47,1958.42,768.89,895.62
8-Oct-2018,1457.92,5706.66,2884.43,1949.44,840.54,2147.6,15.69,14.88,2675.33,530.58,985.99,1958.61,769.48,894.85
9-Oct-2018,1456.68,5700.232,2880.34,1947.63,839.74,2145.27,15.95,15.36,2672.55,529.54,985.11,1956.63,769.48,893.55
10-Oct-2018,1409.79,5512.939,2785.68,1886.89,823.71,2074.82,22.96,22.53,2585,508.24,963.23,1894.04,746.06,873.6
11-Oct-2018,1380.8,5399.54,2728.37,1846.33,817.04,2032.14,24.98,26.89,2531.8,500.6,949.48,1854.24,728.55,867.93
12-Oct-2018,1400.69,5476.827,2767.13,1871.34,820.46,2061.31,21.31,21.16,2568.16,500.91,962.14,1880.08,736.69,868.91
15-Oct-2018,1392.5,5444.613,2750.79,1861.59,817.47,2049.24,21.3,21.05,2553.15,497.08,960.18,1869.69,729.05,865.01
16-Oct-2018,1422.42,5561.8,2809.92,1901.7,825.38,2093.31,17.62,17.31,2608.03,505.3,972.84,1909.9,752.36,872.43
17-Oct-2018,1422.14,5560.621,2809.21,1901.07,825.03,2092.9,17.4,17.21,2607.5,504.76,972.84,1909.39,752.63,871.8
18-Oct-2018,1401.86,5481.129,2768.78,1874.38,819.55,2062.99,20.06,20.08,2570.29,494.64,968.14,1882.37,733.49,863.37
19-Oct-2018,1403.52,5479.295,2767.78,1872.03,819.6,2064.08,19.89,20.06,2571.82,494.72,971.07,1883.76,735.55,861.48
22-Oct-2018,1401.58,5455.881,2755.88,1869.98,817.06,2058.4,19.64,19.82,2564.92,495.76,968.39,1880.02,736.18,857.62
23-Oct-2018,1395.98,5426.083,2740.69,1861.95,815.44,2047.84,20.71,21.57,2553.34,494.85,964.21,1871.16,734.93,854.45
24-Oct-2018,1359.96,5258.611,2656.1,1815.25,808.77,1987.87,25.23,26.81,2477.84,486.81,941.01,1820.33,725.58,838.93
25-Oct-2018,1381.62,5356.543,2705.57,1843.83,812.37,2023.21,24.22,25.38,2521.62,491.55,954.76,1850.82,731.6,847.16
26-Oct-2018,1361.37,5263.736,2658.69,1816.02,808.89,1990.17,24.16,27.18,2480.62,486.32,942.64,1821.78,726.13,838.82
29-Oct-2018,1354,5229.277,2641.25,1808.23,807.02,1977.77,24.7,27.28,2465.32,484.83,937.7,1812.21,724.52,834.81
30-Oct-2018,1373.29,5311.675,2682.63,1833.24,810.14,2008.07,23.35,25.47,2502.97,489.19,949.14,1838.6,730.31,841.3
31-Oct-2018,1387.31,5369.491,2711.74,1850.96,812.53,2029.91,21.23,23.57,2530.15,492.99,957.21,1857.48,734.47,846.13
1-Nov-2018,1400.92,5426.327,2740.37,1868.44,814.85,2051.29,19.34,21.25,2556.68,497.43,964.84,1876.02,738.13,851.6
2-Nov-2018,1394.67,5392.532,2723.06,1860.03,813.06,2039.57,19.51,22.56,2542.33,495.74,960.45,1866.45,737.02,847.29
5-Nov-2018,1401.77,5422.879,2738.31,1870.55,814.34,2051.01,19.96,21.55,2556.55,498.62,964.34,1876.96,739.18,850.21
6-Nov-2018,1408.43,5457.254,2755.45,1879.07,816.3,2063.05,19.91,20.8,2571.36,500.43,968.75,1886.74,740.61,854.58
7-Nov-2018,1428.01,5573.059,2813.89,1904.28,822.85,2103.2,16.36,16.72,2620.38,504.22,985.05,1917.72,742.73,870.18
8-Nov-2018,1428.26,5562,2806.83,1904.46,821.99,2100.79,16.72,16.91,2617.89,506.36,983.46,1916.74,743.52,868.39
9-Nov-2018,1422.74,5511.785,2781.01,1897.63,817.86,2084.56,17.36,18.09,2598.27,507.47,975.78,1905.89,743.91,860.52
12-Nov-2018,1400.5,5403.188,2726.22,1870.34,811.16,2044.35,20.45,21,2548.43,498.21,960.4,1873.83,742.17,844.97
13-Nov-2018,1398.98,5395.371,2722.18,1868.04,810.69,2041.43,20.02,21.45,2544.8,496.33,959.19,1871.34,743.02,843.02
14-Nov-2018,1389.05,5355.938,2701.58,1855.62,808.92,2026.53,21.25,22.15,2526.3,490.07,954.94,1858.31,742.66,836.93
15-Nov-2018,1404.23,5414.428,2730.2,1874.68,811.68,2048.71,19.98,21.51,2553.89,498.74,959.33,1878.01,744.89,844.88
16-Nov-2018,1406.65,5426.864,2736.27,1870.62,811.12,2051.73,18.14,19.94,2558.24,494.31,960.53,1880.4,745.91,845.38
19-Nov-2018,1393.75,5336.705,2690.73,1854.12,807.35,2026.9,20.1,21.88,2525.95,495.44,948.71,1860.75,745.29,834.37
20-Nov-2018,1376.3,5240.232,2641.89,1831.78,804.82,1995.76,22.48,24.02,2485.96,493.78,935.27,1835.18,742.09,824.15
21-Nov-2018,1381.58,5256.613,2649.93,1837.46,805.18,2002.92,20.8,22.48,2494.88,494.79,937.99,1841.39,744.18,824.44
23-Nov-2018,1374.63,5222.426,2632.56,1828.82,804.66,1991.15,21.52,23.76,2479.94,493.37,933.39,1831.64,742.84,820.78
26-Nov-2018,1393.53,5304.169,2673.45,1853.69,805.38,2021.2,18.9,20.39,2517.64,497.71,945.02,1857.88,747.98,827.6
27-Nov-2018,1396.22,5321.522,2682.17,1857.31,805.83,2026.41,19.02,21.12,2524.46,497.98,947.29,1862.08,748.15,829.83
28-Nov-2018,1413.31,5444.118,2743.79,1879.48,810.81,2060.56,18.49,20.28,2568.91,497.07,963.36,1888.87,748.93,845.6
29-Nov-2018,1411.98,5433.486,2737.76,1877.61,810.37,2058.23,18.79,21.35,2565.91,497.25,962.26,1886.86,748.82,844.41
30-Nov-2018,1418.43,5478.913,2760.17,1882,813.44,2070.23,18.07,20.75,2581.51,496.61,968.69,1894.48,748.45,851
3-Dec-2018,1426.45,5538.857,2790.37,1896.23,815.05,2087.49,16.44,17.87,2604.14,495.65,976.5,1909.61,749.34,858.24
4-Dec-2018,1402.76,5359.909,2700.06,1866.25,806.68,2038.95,20.74,22.96,2539.03,499.04,952.7,1872.29,749.35,834.76
6-Dec-2018,1403.91,5353.434,2695.95,1866.11,806.51,2038.87,21.19,23.53,2540.11,500.23,951.99,1872.17,750.21,833.52
7-Dec-2018,1379.03,5229.439,2633.08,1834.35,804.69,1995.91,23.23,27.13,2485.51,494.87,934.96,1836.54,745.53,819.77
10-Dec-2018,1383.5,5238.703,2637.72,1840.43,804.22,2000.24,22.64,24.5,2490.72,495.64,936.67,1841.55,748.35,818.13
11-Dec-2018,1383.42,5237.101,2636.78,1841.63,804.01,1999.94,21.76,24.38,2490.25,495.16,936.31,1842.01,749.25,817.06
12-Dec-2018,1390.47,5265.531,2651.07,1850.82,804.18,2010.73,21.46,23.56,2503.69,497.54,939.99,1851.56,751.18,819.49
13-Dec-2018,1391.58,5265.458,2650.54,1851.47,804.3,2010.94,20.65,22.52,2503.88,497.25,939.67,1851.98,752.57,818.32
14-Dec-2018,1366.5,5165.602,2599.95,1819.01,804.05,1973.03,21.63,23.95,2456.59,486.45,928.28,1818.32,747.26,807.68
17-Dec-2018,1338.44,5058.577,2545.94,1781.96,803.76,1932.21,24.52,25.98,2405.76,478.09,915.06,1781.02,737.33,800.52
18-Dec-2018,1338.68,5059.344,2546.16,1781.84,804.18,1932.58,25.58,26.26,2406.17,478.84,915.23,1781.13,736.66,801.18
19-Dec-2018,1318.31,4981.92,2506.96,1754.91,804.57,1903.08,25.58,26.42,2369.45,474.8,904.56,1754.1,726.16,798.27
20-Dec-2018,1297.56,4903.463,2467.42,1726.55,804.49,1873.11,28.38,30.05,2332.13,474.8,890.99,1726.14,711.6,798.05
21-Dec-2018,1276.55,4802.509,2416.62,1696.38,796.4,1843.84,30.11,32.11,2290.8,474.41,877.92,1701,706.35,789.36
24-Dec-2018,1249.22,4672.66,2351.1,1661.62,785.03,1799.84,36.07,37.34,2233.38,472.32,858.2,1663.19,700.7,778.9
26-Dec-2018,1292.3,4904.492,2467.7,1716.81,806.89,1871.01,30.41,32.83,2328.55,474.15,891.94,1723.66,707.38,801.17
27-Dec-2018,1296.96,4946.94,2488.83,1722.82,812.5,1879.32,29.96,33.99,2341.36,473.54,897.08,1730.5,706.64,806.99
28-Dec-2018,1299.57,4941.608,2485.74,1726.68,811.12,1882.87,28.34,31.64,2345.23,474.64,897.61,1734.07,708.68,804.89
31-Dec-2018,1308.76,4984.217,2506.85,1739.67,814.49,1898.09,25.42,28.18,2364.94,476.09,904.37,1747.6,710.94,808.42
2-Jan-2019,1315.62,4990.556,2510.03,1747.29,813.81,1908.48,23.22,25.14,2377.03,478.9,907.17,1756.21,714.17,807.52
3-Jan-2019,1299.04,4868.296,2447.89,1725.3,800.29,1876.29,25.45,28.26,2329.74,480.67,889.46,1730.34,713.44,791.33
4-Jan-2019,1322.29,5035.452,2531.94,1755.77,818.5,1920.47,21.38,24.38,2394.03,478.79,913.48,1765.99,714.59,813.28
7-Jan-2019,1326.19,5070.764,2549.69,1760.82,822.61,1928.49,21.4,23.08,2406.77,477.86,918.55,1772.22,714.28,818.51
8-Jan-2019,1329.59,5120.039,2574.41,1764.97,828.94,1936.71,20.47,22.3,2421.01,474.37,925.3,1778.1,713.15,826.12
9-Jan-2019,1331.21,5142.656,2584.96,1767.02,831.64,1940.54,19.98,21.4,2427.8,472.71,928.65,1780.89,712.75,829.6
10-Jan-2019,1333.03,5165.895,2596.64,1768.74,834.82,1944.73,19.5,21.14,2434.32,471.3,931.76,1783.69,712.04,833.21
11-Jan-2019,1334.06,5165.146,2596.26,1769.94,834.07,1946.99,18.19,19.45,2438.4,470.84,933.25,1785.33,713.57,833.01
14-Jan-2019,1334.94,5138.578,2582.61,1770.39,830.05,1948.41,19.07,19.61,2438.77,474.04,931,1786.22,715.98,828.74
15-Jan-2019,1334.51,5193.784,2610.3,1771,837.61,1949.45,18.6,18.16,2444.97,466.49,938.06,1787,713.36,837.6
16-Jan-2019,1334.92,5205.448,2616.1,1771.24,839.34,1949.93,19.04,18.33,2446.7,464.67,940.19,1787.34,713.37,839.47
17-Jan-2019,1334.93,5245.479,2635.96,1771.41,845.01,1950.68,18.06,17.65,2448.39,462.5,942.53,1787.77,708.82,845.93
18-Jan-2019,1341.2,5314.784,2670.71,1771.67,855.42,1958.88,17.8,17.76,2459.94,461.77,946.18,1795.2,701.56,857.22
22-Jan-2019,1329.76,5239.752,2632.9,1758.36,844.8,1937.56,20.8,21.19,2433.34,461.61,936.86,1778.64,700.84,847.55
23-Jan-2019,1332.47,5251.288,2638.7,1761.08,846.23,1941.66,19.52,20.14,2438.64,461.8,938.79,1781.9,701.4,848.49
24-Jan-2019,1336.03,5258.686,2642.33,1764.92,846.87,1945.95,18.89,19.38,2444.03,463.67,939.97,1785.81,702.99,848.67
25-Jan-2019,1342.86,5303.506,2664.76,1773.22,853.13,1959.41,17.42,18.25,2460.72,463.55,946.12,1796.19,703.54,854.5
28-Jan-2019,1337.08,5261.881,2643.85,1766.77,846.97,1947.54,18.87,19.74,2446.13,463.83,940.76,1787.48,703.72,848.57
29-Jan-2019,1336.15,5254.31,2640,1765.67,845.73,1945.17,19.13,20.1,2443.24,463.97,939.66,1785.83,703.71,847.41
30-Jan-2019,1347.85,5336.6,2681.05,1780.87,857.77,1969.63,17.66,18.47,2473.18,463.94,950.43,1804.75,704.6,858.7
31-Jan-2019,1353.66,5383.632,2704.1,1787.92,864.83,1981.95,16.57,17.1,2488.25,463.08,955.48,1813.97,703.7,865.65
1-Feb-2019,1355.8,5389.194,2706.53,1789.76,865.59,1986.45,16.14,16.67,2493.86,463.96,957.96,1816.97,705.16,866.3
4-Feb-2019,1359.32,5425.797,2724.87,1794.75,871.16,1996.61,15.73,15.07,2505.88,462.29,963.15,1824.16,704.77,871.83
5-Feb-2019,1360.78,5451.4,2737.7,1795.88,875.16,2001.34,15.57,15.3,2511.54,459.47,966.29,1826.91,703.4,875.84
6-Feb-2019,1360.41,5439.802,2731.61,1796.33,873.34,2000.51,15.38,15.28,2510.5,460.99,965.52,1826.75,704.77,873.92
7-Feb-2019,1358.72,5389.687,2706.05,1793.91,865.55,1991.78,16.37,16.79,2500.59,466.97,959.67,1821.51,707.83,866.01
8-Feb-2019,1359.89,5395.116,2707.88,1795.72,866.19,1994.43,15.72,16.3,2503.96,467.52,960.68,1823.64,708.41,866.7
11-Feb-2019,1361.07,5399.004,2709.8,1797.81,866.68,1995.91,15.97,16.52,2506.42,467.61,961.42,1825.38,708.85,867.26
12-Feb-2019,1362.97,5468.982,2744.73,1799.11,877.73,2008.94,15.43,15.65,2520.48,458.54,970.84,1832.03,705.21,878.46
13-Feb-2019,1363.37,5485.966,2753.03,1799.48,880.41,2011.32,15.65,15.91,2522.96,456.03,972.84,1833.32,703.77,881.2
14-Feb-2019,1363.71,5473.327,2745.73,1799.68,878.48,2012.44,16.22,16.31,2524.23,461.82,973.49,1835.55,707.21,879.15
15-Feb-2019,1364.89,5533.274,2775.6,1802.49,887.88,2016.56,14.91,15.18,2529.15,450.64,976.85,1836.85,699.95,888.47
19-Feb-2019,1367.09,5541.975,2779.76,1805.71,889.13,2020.26,14.88,15.08,2533.66,451.48,978.22,1840.19,700.87,889.31
20-Feb-2019,1369.3,5552.904,2784.7,1808.34,890.81,2025.14,14.02,14.32,2539.15,451.91,979.83,1843.74,701.72,890.66
21-Feb-2019,1367.96,5533.797,2774.88,1806.35,887.74,2019.16,14.46,14.86,2534.58,453.15,977.87,1839.99,702.15,887.74
22-Feb-2019,1372.29,5569.452,2792.67,1811.99,893.39,2030.39,13.51,13.87,2545.89,452.54,982.54,1847.99,702.2,892.86
25-Feb-2019,1373.05,5577.085,2796.11,1813.64,894.7,2031.8,14.85,14.18,2547.94,452.52,983.26,1849.47,701.85,894.12
26-Feb-2019,1373.06,5572.745,2793.9,1813.2,893.96,2031.78,15.17,14.34,2547.5,453,983.05,1849.24,702.55,893.42
27-Feb-2019,1373.66,5570.569,2792.38,1814.05,893.59,2032.69,14.7,14.32,2548.83,453.97,983.29,1850.08,703.51,892.97
28-Feb-2019,1373.08,5556.49,2784.49,1813.01,891.34,2028.81,14.78,14.51,2545.06,455.32,981.65,1847.78,704.37,890.78
1-Mar-2019,1377.55,5595.113,2803.69,1818.98,897.43,2041.49,13.57,12.88,2559.07,454.45,987.16,1856.61,704.29,896.41
4-Mar-2019,1376.27,5573.533,2792.81,1817.49,893.96,2035.74,14.63,13.69,2554.33,456.17,984.56,1853.23,705.77,892.95
5-Mar-2019,1376.61,5567.403,2789.65,1817.98,892.97,2035.36,14.74,14.19,2553.39,457.52,983.63,1853.3,706.24,891.92
6-Mar-2019,1373.08,5531.339,2771.45,1813.7,887.22,2024.31,15.74,15.19,2541.34,458.98,978.3,1846.08,706.64,886.32
7-Mar-2019,1367.52,5487.556,2748.93,1806.32,880.19,2009.39,16.59,17.1,2524.33,458.76,971.61,1835.52,706.34,879.52
8-Mar-2019,1367.52,5476.386,2743.07,1806.84,878.36,2005.66,16.05,16.12,2520.25,460.1,969.4,1834.07,707.23,877.3
11-Mar-2019,1379.89,5556.765,2783.3,1821.91,891.24,2034.41,14.33,14.21,2554.7,462.68,981.94,1854.86,708.26,889.8
12-Mar-2019,1381.93,5573.436,2791.52,1823.47,893.91,2040.55,13.77,13.42,2562.48,462.9,984.78,1858.45,708.48,892.43
13-Mar-2019,1383.63,5612.557,2810.92,1826.53,900.18,2053.42,13.41,13.15,2575.32,458.58,991.41,1865.91,708.17,898.69
14-Mar-2019,1384.23,5609.585,2808.48,1826.98,899.7,2054.17,13.5,13.4,2577.72,459.65,991.2,1866.46,708.75,898.19
15-Mar-2019,1390.32,5637.768,2822.48,1827.34,904.32,2064.16,12.88,12.14,2593.49,458.41,995.22,1874.21,708.47,902.82
18-Mar-2019,1392.34,5658.727,2832.94,1830.04,907.32,2069.15,13.1,13.02,2598.84,457.28,997.5,1877.89,707.82,905.79
19-Mar-2019,1391.7,5658.15,2832.57,1829.9,907.26,2068.57,13.56,14,2597.42,456.74,997.14,1877.35,707.4,905.73
20-Mar-2019,1390.4,5641.744,2824.23,1827.79,904.87,2064.34,13.91,14.31,2593.3,457.67,995,1874.54,707.82,903.33
21-Mar-2019,1395.6,5703.278,2854.88,1834.13,914,2078.27,13.63,14.4,2608.38,454.27,1001.79,1884.13,705.2,912.45
22-Mar-2019,1381.24,5595.5,2800.71,1816.29,899.57,2048.25,16.48,17.26,2573.74,455.32,989.22,1861.35,705.48,898.02
25-Mar-2019,1382.47,5591.228,2798.36,1817.74,898.15,2049.14,16.33,17.81,2575.41,456.69,989.55,1862.5,706.95,896.6
26-Mar-2019,1389.79,5631.393,2818.46,1826.94,902.98,2062.96,14.68,15.81,2591.89,457.95,995.07,1873.49,708.8,901.42
27-Mar-2019,1386.86,5605.317,2805.37,1822.95,899.24,2055.97,15.15,16.76,2584.11,458.58,992.07,1868.28,709.15,897.69
28-Mar-2019,1391.04,5626.317,2815.44,1828.27,901.89,2063.48,14.43,15.67,2593.19,459.81,994.92,1874.41,710.47,900.33
29-Mar-2019,1397.3,5664.463,2834.4,1835.01,907.1,2075.75,13.71,14.02,2607.29,460.56,1000.18,1883.44,711.35,905.71
1-Apr-2019,1402.88,5730.041,2867.19,1843.11,917.2,2091.82,13.4,13.4,2625.07,457.11,1007.4,1894.89,708.24,915.62
2-Apr-2019,1403.51,5730.354,2867.24,1844.15,917.19,2093.01,13.36,13.11,2626.56,457.87,1007.85,1895.97,709.46,915.6
3-Apr-2019,1404.39,5742.671,2873.4,1844.73,919.13,2095.48,13.74,13.66,2629.11,456.78,1009.11,1897.39,708.6,917.53
4-Apr-2019,1405.66,5755.956,2879.39,1846.24,921.14,2098.9,13.58,13.48,2632.81,456.06,1010.75,1899.71,708.19,919.54
5-Apr-2019,1407.42,5782.695,2892.74,1848.27,925.23,2104.87,12.82,12.23,2638.39,453.92,1013.83,1903.47,706.74,923.64
8-Apr-2019,1408.26,5788.859,2895.77,1849.25,926.18,2106.88,13.18,12.36,2641.06,453.57,1014.88,1904.89,706.63,924.58
9-Apr-2019,1406.56,5755.491,2878.2,1848.4,920.88,2101.59,14.28,13.53,2635.88,457.27,1011.96,1902.05,709.69,919.28
10-Apr-2019,1408.06,5775.989,2888.21,1849.99,924.09,2106.59,13.3,12.81,2640.79,455.64,1014.63,1905.14,708.66,922.49
11-Apr-2019,1408.93,5776.281,2888.32,1850.44,924.12,2108.28,13.02,12.78,2642.92,456.31,1015.39,1906.14,709.45,922.52
12-Apr-2019,1409.47,5815.04,2907.41,1851.17,930.29,2112.2,12.01,11.74,2645.95,450.65,1017.82,1908.3,704.08,928.67
15-Apr-2019,1409.89,5811.512,2905.58,1851.68,929.7,2113.29,12.32,11.89,2647.05,451.58,1018.46,1909.06,705.26,928.09
16-Apr-2019,1409.68,5814.461,2907.06,1851.82,930.18,2113.61,12.18,12,2647.22,450.99,1018.8,1909.28,704.91,928.56
17-Apr-2019,1410.42,5801.826,2900.45,1852.01,928.15,2114.59,12.6,12.58,2648.03,453.62,1019.35,1909.82,708.25,926.54
18-Apr-2019,1409.59,5811.127,2905.03,1853.54,933.3,2113.94,12.09,12.04,2647.05,451.8,1018.78,1908.5,706.51,927.82
22-Apr-2019,1411.15,5817.164,2907.97,1855.95,934.09,2116.73,12.42,12.09,2650.55,452.54,1019.84,1910.99,707.39,928.45
23-Apr-2019,1415.67,5868.876,2933.68,1861.12,941.85,2129.95,12.28,11.86,2663.52,449.8,1025.64,1919.63,705.52,936.31
24-Apr-2019,1414.13,5856.033,2927.25,1859.47,940.14,2126.21,13.14,12.66,2659.65,450.09,1024.03,1917.09,705.71,934.5
25-Apr-2019,1414.68,5853.874,2926.17,1859.75,939.9,2126.66,13.25,12.83,2660.54,450.78,1024.22,1917.44,706.36,934.06
26-Apr-2019,1417.5,5881.476,2939.88,1862.95,943.8,2134.4,12.73,12.21,2668.24,449.59,1027.57,1922.58,705.57,938.16
29-Apr-2019,1418.28,5888.049,2943.03,1864.39,944.68,2136.25,13.11,12.27,2670.15,449.53,1028.28,1924.16,705.7,939.07
30-Apr-2019,1419.18,5893.815,2945.83,1864,945.66,2136.75,13.12,12.44,2672.01,449.85,1028.55,1924.18,705.89,940
1-May-2019,1415.48,5849.653,2923.73,1860.59,939.32,2126.73,14.8,13.98,2661.13,451.96,1024.18,1917.9,707.29,933.33
2-May-2019,1415.14,5837.46,2917.52,1860.3,937.34,2124.69,14.42,14.16,2659.67,453.22,1023.27,1916.82,708.53,931.19
3-May-2019,1421.01,5894.303,2945.64,1866.99,945.36,2140.83,12.87,12.65,2675.91,450.91,1030.22,1927.57,707.08,939.62
6-May-2019,1417.7,5868.448,2932.47,1863.93,942.05,2133.4,15.44,14.79,2667.68,451.45,1027.12,1922.63,707.44,935.83
7-May-2019,1403.65,5771.586,2884.05,1846.02,930.13,2102.26,19.32,20.98,2633.66,450.58,1015,1899.35,705.8,922.43
